Date,Region,Product_Category,Sales,Profit,Units_Sold,Customer_Segment,Growth_%
2025-04-08 03:22:12.688642,South,Furniture,6012.27,506.0424523905152,51,Retail,-2.78
2024-10-18 03:22:12.688642,North,Food,2027.38,254.6721478866116,99,Home Office,-7.4
2023-04-15 03:22:12.688642,North,Furniture,3716.2,686.2618327304837,7,Corporate,9.85
2022-08-31 03:22:12.688642,South,Clothing,2503.52,494.18070602755023,12,Corporate,10.21
2024-06-04 03:22:12.688642,South,Books,3440.42,633.5793365275532,14,Corporate,14.13
2023-09-10 03:22:12.688642,South,Electronics,9430.27,1498.207966732601,34,Corporate,8.89
2022-09-27 03:22:12.688642,South,Books,9974.03,2272.769890697577,39,Home Office,15.44
2023-11-10 03:22:12.688642,East,Books,6888.65,696.5712012903357,73,Home Office,-2.02
2022-06-23 03:22:12.688642,West,Clothing,5765.85,695.833841441926,64,Home Office,-8.94
2025-02-05 03:22:12.688642,East,Clothing,7113.63,1146.1542623976513,97,Home Office,11.98
2023-02-24 03:22:12.688642,West,Clothing,7739.36,1732.6549544919792,12,Home Office,1.58
2024-05-11 03:22:12.688642,West,Food,7416.23,523.494680827272,34,Home Office,-3.71
2023-04-23 03:22:12.688642,West,Furniture,910.74,71.87354962089616,27,Corporate,-8.45
2023-12-07 03:22:12.688642,East,Electronics,3171.9,779.0252494670851,22,Corporate,12.66
2024-01-05 03:22:12.688642,South,Clothing,3499.97,403.332130890439,18,Corporate,14.79
2022-12-05 03:22:12.688642,East,Electronics,3755.62,1092.403557379243,46,Home Office,1.67
2025-04-12 03:22:12.688642,East,Electronics,3508.71,1018.7582695567226,44,Corporate,16.55
2024-09-11 03:22:12.688642,West,Electronics,7892.21,1748.0159699470025,18,Home Office,2.47
2025-03-10 03:22:12.688642,North,Clothing,7501.29,1719.4329811150021,37,Corporate,18.55
2025-01-20 03:22:12.688642,North,Clothing,145.54,30.96364318069761,7,Home Office,19.5
2024-03-01 03:22:12.688642,East,Furniture,3034.18,286.22249566512636,68,Home Office,14.53
2025-02-19 03:22:12.688642,West,Clothing,6274.27,1098.711973243294,80,Home Office,-2.31
2022-08-21 03:22:12.688642,East,Clothing,1290.63,320.40412818114464,86,Retail,0.99
2022-12-17 03:22:12.688642,East,Electronics,804.86,196.1198545802075,60,Retail,5.98
2022-07-05 03:22:12.688642,South,Furniture,8301.14,2280.2622749485336,48,Home Office,-0.14
2023-05-08 03:22:12.688642,West,Books,4581.57,1260.8459729341077,51,Corporate,14.57
2023-07-16 03:22:12.688642,North,Clothing,8571.3,988.8825308045973,84,Home Office,17.83
2023-03-10 03:22:12.688642,North,Clothing,8253.17,1901.7790182203034,95,Home Office,19.57
2024-11-09 03:22:12.688642,North,Books,8944.37,1903.6748493720977,52,Retail,0.09
2023-06-11 03:22:12.688642,East,Electronics,577.92,156.8807436269604,97,Home Office,-1.89
2023-03-20 03:22:12.688642,West,Furniture,1942.69,186.2429672021006,77,Retail,-5.17
2024-01-01 03:22:12.688642,South,Electronics,3031.82,712.3204823213046,52,Corporate,-8.58
2022-10-18 03:22:12.688642,North,Food,1448.68,225.75219046379038,84,Corporate,-4.69
2024-10-11 03:22:12.688642,West,Clothing,4906.15,729.1587799353927,54,Corporate,-1.46
2022-08-06 03:22:12.688642,North,Food,8009.87,472.163778069197,41,Home Office,1.73
2025-05-01 03:22:12.688642,South,Clothing,9516.7,2763.3175834366743,42,Retail,-6.71
2024-09-08 03:22:12.688642,West,Food,8906.78,1950.0694339596964,22,Home Office,14.61
2022-12-20 03:22:12.688642,East,Books,4627.63,914.7694120024023,39,Corporate,8.57
2022-05-23 03:22:12.688642,East,Clothing,6401.26,722.007430238826,23,Home Office,6.88
2024-10-25 03:22:12.688642,North,Clothing,2383.89,511.60985287998534,48,Retail,6.36
2024-06-29 03:22:12.688642,North,Food,4089.79,1171.3187104705007,33,Retail,-1.3
2024-07-23 03:22:12.688642,West,Furniture,8724.71,792.3950783281936,41,Corporate,18.13
2024-09-07 03:22:12.688642,South,Food,389.06,115.14314520891924,30,Corporate,-3.05
2022-08-06 03:22:12.688642,North,Clothing,5374.32,843.0015136741689,78,Corporate,10.06
2023-06-13 03:22:12.688642,West,Clothing,8740.7,2574.6368150016133,47,Home Office,-2.41
2022-09-20 03:22:12.688642,South,Furniture,1307.9,272.6538445563726,57,Retail,19.69
2024-12-17 03:22:12.688642,North,Electronics,9827.21,1287.626862671462,72,Home Office,17.35
2024-03-29 03:22:12.688642,North,Furniture,222.68,31.97929594646695,57,Corporate,-2.06
2023-05-14 03:22:12.688642,West,Electronics,8872.59,1088.1229633853281,62,Retail,19.62
2022-07-25 03:22:12.688642,North,Clothing,3601.36,481.48116119877966,86,Corporate,8.78
2023-04-22 03:22:12.688642,East,Books,1413.64,299.1742402976155,57,Retail,11.86
2023-05-08 03:22:12.688642,South,Books,1657.85,89.7746936384019,68,Retail,-1.51
2024-07-23 03:22:12.688642,South,Food,7041.67,2055.518325425182,99,Corporate,-3.52
2024-04-14 03:22:12.688642,East,Furniture,8720.12,2111.420215736774,72,Retail,15.74
2025-01-12 03:22:12.688642,West,Furniture,6446.56,1838.896220282017,98,Retail,-1.74
2023-10-16 03:22:12.688642,East,Books,9294.38,2131.99846811733,86,Corporate,17.53
2022-09-24 03:22:12.688642,East,Electronics,8440.54,1437.0729590149194,25,Retail,1.0
2024-07-06 03:22:12.688642,South,Furniture,189.41,18.454569338775563,89,Corporate,-9.73
2024-08-27 03:22:12.688642,West,Electronics,6727.35,1204.7364407132363,40,Home Office,7.76
2024-01-21 03:22:12.688642,North,Electronics,3115.88,710.1834823943577,17,Home Office,0.61
2024-09-07 03:22:12.688642,East,Electronics,4599.55,1212.1915063601027,80,Corporate,19.28
2023-11-08 03:22:12.688642,East,Electronics,1030.9,135.0816854741898,48,Retail,1.6
2023-12-10 03:22:12.688642,West,Food,2892.78,513.8161598008396,39,Home Office,-0.57
2023-08-28 03:22:12.688642,East,Food,6363.59,1304.505504859358,15,Corporate,6.99
2022-06-13 03:22:12.688642,West,Books,2261.98,445.94529398267713,17,Corporate,11.9
2022-09-12 03:22:12.688642,North,Food,6510.61,410.77518105367534,35,Retail,19.0
2022-06-20 03:22:12.688642,West,Furniture,9238.02,1578.3014732265049,33,Retail,-7.91
2024-04-12 03:22:12.688642,North,Food,148.91,37.56371299026262,18,Retail,2.59
2023-04-26 03:22:12.688642,West,Furniture,7879.13,1974.3205618269503,30,Corporate,9.91
2023-11-24 03:22:12.688642,East,Furniture,6449.06,1140.100611398101,87,Home Office,-9.85
2025-02-03 03:22:12.688642,North,Electronics,561.66,161.80812143503826,37,Corporate,4.67
2023-02-13 03:22:12.688642,East,Books,7922.65,2032.615827858367,7,Retail,14.2
2023-08-09 03:22:12.688642,North,Electronics,2322.76,544.2963605763177,74,Retail,-8.47
2024-08-21 03:22:12.688642,West,Electronics,2731.62,488.6873499591299,80,Corporate,0.22
2023-01-22 03:22:12.688642,West,Food,1025.81,202.77092531634872,28,Retail,2.03
2022-08-09 03:22:12.688642,West,Food,5390.36,570.3474999196465,87,Retail,11.49
2023-03-30 03:22:12.688642,South,Furniture,5032.42,921.4448278525239,98,Corporate,-1.13
2022-11-09 03:22:12.688642,South,Food,3537.03,641.9902328423708,18,Home Office,-2.61
2025-02-28 03:22:12.688642,North,Food,1770.66,178.28884593722802,47,Retail,-6.53
2024-10-17 03:22:12.688642,South,Clothing,8395.74,2416.1854635502577,23,Home Office,19.88
2024-04-09 03:22:12.688642,West,Furniture,8776.15,975.8028929656103,20,Home Office,4.15
2024-12-26 03:22:12.688642,South,Furniture,5451.74,414.63545356710205,31,Home Office,-8.55
2024-10-13 03:22:12.688642,South,Clothing,2517.83,419.8539483125925,14,Home Office,-7.7
2022-12-07 03:22:12.688642,East,Furniture,1051.49,232.92436609634683,23,Retail,-6.16
2025-01-18 03:22:12.688642,North,Books,8698.59,859.3160209057971,2,Retail,-3.65
2023-12-28 03:22:12.688642,North,Books,1050.92,100.59710476478728,29,Corporate,12.21
2024-10-17 03:22:12.688642,North,Clothing,230.48,26.589920160390577,50,Retail,6.76
2025-01-22 03:22:12.688642,South,Food,4747.04,596.6048874353806,73,Corporate,13.3
2023-04-30 03:22:12.688642,West,Books,7339.58,818.730245849803,59,Home Office,-9.41
2022-09-14 03:22:12.688642,East,Clothing,4629.62,776.2699773607519,33,Corporate,-2.05
2023-01-21 03:22:12.688642,North,Books,608.97,33.228920781645854,48,Corporate,2.17
2023-08-27 03:22:12.688642,South,Electronics,6931.29,498.2153966387632,44,Retail,2.87
2024-10-28 03:22:12.688642,West,Clothing,6459.09,1500.7121924965797,12,Corporate,-8.39
2024-12-14 03:22:12.688642,East,Furniture,6847.14,1048.1943169907815,83,Home Office,5.35
2022-05-24 03:22:12.688642,East,Books,2190.9,306.8997340023545,42,Retail,-1.4
2023-11-27 03:22:12.688642,North,Furniture,7977.41,419.70107643027256,84,Retail,-4.26
2023-08-17 03:22:12.688642,North,Clothing,4843.77,603.3132013405528,95,Retail,10.13
2023-01-15 03:22:12.688642,West,Books,5409.89,1381.126490114975,35,Home Office,-7.48
2022-09-25 03:22:12.688642,South,Furniture,5503.72,743.5075305052997,41,Corporate,16.01
2023-05-21 03:22:12.688642,West,Food,2939.38,855.1343158466261,85,Retail,16.99
2025-03-14 03:22:12.688642,North,Food,2576.33,379.98223125459515,55,Corporate,-0.23
2023-05-05 03:22:12.688642,West,Electronics,147.18,24.436622922766812,13,Home Office,19.61
2023-12-06 03:22:12.688642,South,Clothing,4026.44,1008.5320915719874,39,Home Office,2.04
2024-06-24 03:22:12.688642,East,Furniture,4902.52,1449.950076795349,91,Home Office,18.87
2023-06-19 03:22:12.688642,East,Electronics,7453.76,1065.1363414790221,89,Retail,19.61
2025-04-15 03:22:12.688642,East,Clothing,759.61,60.756667262541704,66,Retail,14.81
2025-04-04 03:22:12.688642,East,Food,9247.5,1671.618090371749,35,Corporate,-6.26
2023-02-16 03:22:12.688642,North,Furniture,2713.19,537.0494129954772,72,Corporate,7.53
2023-11-12 03:22:12.688642,North,Books,3730.53,1081.3467860008013,33,Retail,11.96
2023-04-11 03:22:12.688642,South,Food,578.79,88.83305318860921,89,Home Office,-7.68
2023-03-24 03:22:12.688642,South,Books,6566.05,477.36890352688215,85,Home Office,16.81
2022-06-26 03:22:12.688642,South,Books,7118.34,1514.3106848727843,36,Retail,15.55
2024-03-14 03:22:12.688642,South,Furniture,9295.03,513.810960025222,13,Corporate,18.02
2023-11-18 03:22:12.688642,West,Furniture,3434.61,537.0169674080166,56,Home Office,5.43
2022-07-12 03:22:12.688642,South,Books,2647.95,403.5784500390857,46,Retail,-0.27
2023-03-18 03:22:12.688642,East,Electronics,7288.26,828.7099384780412,73,Corporate,5.19
2025-02-04 03:22:12.688642,East,Books,7097.33,2065.871398609187,99,Corporate,11.88
2023-02-03 03:22:12.688642,East,Books,9377.53,1414.6201275174863,46,Home Office,2.49
2022-10-22 03:22:12.688642,West,Furniture,2132.65,583.6567820391817,44,Home Office,0.55
2023-11-03 03:22:12.688642,South,Clothing,7082.4,1266.1747357514678,46,Home Office,-7.69
2025-04-30 03:22:12.688642,East,Food,762.0,194.41213986523138,74,Home Office,3.42
2023-02-06 03:22:12.688642,East,Furniture,4855.64,790.7351747396345,69,Corporate,1.79
2024-05-21 03:22:12.688642,East,Electronics,1281.97,381.87873173242446,31,Retail,9.9
2024-08-27 03:22:12.688642,East,Food,6566.15,1378.9392105085756,24,Corporate,3.16
2023-02-01 03:22:12.688642,North,Furniture,6054.52,538.7720635715236,32,Home Office,-9.88
2024-07-22 03:22:12.688642,South,Furniture,583.45,30.11051578741378,67,Retail,4.53
2023-06-23 03:22:12.688642,South,Clothing,3264.22,921.244788686922,16,Corporate,13.21
2024-04-08 03:22:12.688642,West,Electronics,4010.83,889.2018434606529,57,Retail,18.36
2024-04-09 03:22:12.688642,North,Electronics,2555.8,195.70442423962365,84,Corporate,-4.21
2023-12-24 03:22:12.688642,West,Furniture,482.83,113.88595135364227,24,Retail,2.68
2022-08-23 03:22:12.688642,East,Clothing,3256.34,347.73527150560716,34,Corporate,15.42
2024-11-16 03:22:12.688642,West,Furniture,7946.99,2005.0859577085087,52,Corporate,-8.71
2023-05-03 03:22:12.688642,East,Books,3665.08,742.1078461271062,48,Home Office,0.5
2022-12-07 03:22:12.688642,East,Books,3301.36,267.12952652162994,87,Corporate,7.73
2022-06-30 03:22:12.688642,South,Clothing,9423.36,638.3127966532346,53,Home Office,0.28
2024-02-23 03:22:12.688642,South,Furniture,512.14,85.28641816250203,55,Corporate,4.68
2024-05-27 03:22:12.688642,South,Clothing,7696.15,2187.4256467140913,38,Retail,18.17
2022-06-04 03:22:12.688642,South,Furniture,4882.63,933.3546354165509,2,Retail,-9.28
2023-11-28 03:22:12.688642,South,Furniture,9450.18,2265.9378548051527,69,Home Office,-7.66
2023-01-20 03:22:12.688642,North,Books,3995.36,668.6967235181121,82,Corporate,-4.09
2024-04-22 03:22:12.688642,South,Food,7109.62,1038.14776945999,53,Home Office,1.55
2022-11-23 03:22:12.688642,West,Electronics,792.36,202.48908353717994,50,Retail,4.12
2024-06-11 03:22:12.688642,East,Electronics,9294.85,1541.5196172308574,29,Corporate,-8.9
2023-07-14 03:22:12.688642,South,Clothing,3510.97,299.78655002363047,74,Home Office,16.48
2025-03-07 03:22:12.688642,North,Electronics,5287.65,627.2745689279494,55,Retail,12.76
2022-10-14 03:22:12.688642,West,Books,1470.97,279.99303921850117,61,Retail,-1.96
2023-05-25 03:22:12.688642,West,Food,9461.02,1425.2485875280913,50,Corporate,-2.3
2022-09-18 03:22:12.688642,East,Furniture,6762.41,957.5452701618157,16,Corporate,-9.23
2025-02-22 03:22:12.688642,West,Furniture,634.08,137.71650568616755,87,Corporate,1.97
2025-01-01 03:22:12.688642,West,Books,1636.55,342.17004006477833,94,Home Office,-2.37
2023-02-23 03:22:12.688642,West,Electronics,4058.36,521.5257506432814,70,Home Office,8.55
2024-05-08 03:22:12.688642,West,Furniture,2246.03,314.12223434124036,44,Corporate,6.44
2024-10-27 03:22:12.688642,North,Electronics,3115.79,741.6097763324321,84,Corporate,18.71
2024-01-14 03:22:12.688642,East,Books,9975.16,2796.2557588688996,16,Corporate,13.86
2023-12-17 03:22:12.688642,South,Furniture,6620.62,867.6566643111794,28,Retail,-7.57
2023-02-05 03:22:12.688642,West,Clothing,9229.95,1135.00134287851,57,Corporate,11.13
2022-08-26 03:22:12.688642,North,Food,4414.4,513.4830299097831,26,Home Office,-6.79
2025-01-23 03:22:12.688642,East,Electronics,7131.79,608.8888728367526,86,Retail,-0.31
2025-01-26 03:22:12.688642,South,Electronics,4650.93,671.0992301466233,11,Corporate,6.65
2024-04-09 03:22:12.688642,East,Electronics,3349.42,599.5513016387077,1,Home Office,4.87
2023-05-23 03:22:12.688642,North,Electronics,5239.81,966.0025365315075,69,Retail,10.8
2023-06-03 03:22:12.688642,North,Books,4330.38,964.6249876109883,43,Retail,14.3
2024-07-19 03:22:12.688642,North,Books,9807.35,619.216060440412,46,Home Office,14.88
2025-01-23 03:22:12.688642,West,Books,5012.05,954.0546660996736,36,Home Office,-8.25
2025-01-12 03:22:12.688642,North,Books,8130.02,924.7673399898582,66,Retail,9.25
2024-09-16 03:22:12.688642,South,Furniture,6701.51,735.6976259252108,57,Home Office,18.84
2024-04-19 03:22:12.688642,West,Books,4848.31,1199.6245305505392,6,Retail,12.65
2022-08-17 03:22:12.688642,East,Furniture,4794.09,423.6504292248826,62,Retail,5.6
2022-11-09 03:22:12.688642,South,Clothing,3484.71,460.94014477287,27,Retail,19.96
2025-01-24 03:22:12.688642,West,Books,1159.12,242.73084306361653,26,Retail,-8.68
2024-03-11 03:22:12.688642,North,Clothing,7638.55,1609.5825951317117,99,Corporate,-7.36
2022-05-27 03:22:12.688642,East,Books,9189.14,569.9286947234777,13,Home Office,13.04
2022-09-05 03:22:12.688642,North,Clothing,2257.75,153.8424360890639,76,Corporate,6.49
2024-05-12 03:22:12.688642,South,Food,9264.17,1981.057645789772,18,Corporate,-6.27
2022-05-22 03:22:12.688642,South,Clothing,2399.81,691.8358713438286,38,Corporate,1.26
2022-11-09 03:22:12.688642,West,Furniture,5347.78,1602.3327451985856,6,Corporate,-8.07
2024-01-07 03:22:12.688642,South,Electronics,3501.86,1039.2731111638013,92,Retail,5.79
2024-06-12 03:22:12.688642,East,Clothing,1233.64,170.11285360479454,28,Retail,-6.88
2024-04-29 03:22:12.688642,West,Electronics,623.1,68.82299199302791,89,Retail,-9.79
2023-01-17 03:22:12.688642,East,Food,3716.93,277.51468602368277,5,Retail,-0.33
2024-07-04 03:22:12.688642,North,Food,568.7,74.7594295121008,59,Corporate,-2.98
2023-01-31 03:22:12.688642,East,Furniture,1131.64,134.90666466082249,79,Retail,0.86
2023-05-08 03:22:12.688642,East,Furniture,1508.75,292.9978209659629,73,Corporate,0.51
2024-08-11 03:22:12.688642,South,Clothing,118.97,16.91710264398175,45,Retail,8.9
2024-04-27 03:22:12.688642,North,Books,1617.2,174.467541501187,53,Home Office,10.4
2024-12-01 03:22:12.688642,South,Food,5815.06,1181.2493682005556,2,Home Office,-6.18
2024-05-06 03:22:12.688642,North,Electronics,8213.28,1074.02530066536,49,Home Office,4.66
2024-01-29 03:22:12.688642,North,Books,2014.96,278.8906942457795,73,Home Office,16.67
2022-08-27 03:22:12.688642,East,Food,900.64,179.7768700546331,90,Retail,-5.55
2023-06-23 03:22:12.688642,South,Clothing,7322.19,582.5141899477659,87,Home Office,19.01
2023-03-03 03:22:12.688642,East,Food,180.81,44.038497326695285,63,Home Office,-9.42
2023-02-08 03:22:12.688642,East,Furniture,7368.2,2146.7884563605244,92,Corporate,-7.01
2025-04-16 03:22:12.688642,East,Electronics,1398.06,241.45425268598035,70,Home Office,-4.67
2023-07-21 03:22:12.688642,North,Electronics,2360.02,448.32056214966656,58,Retail,4.09
2025-01-17 03:22:12.688642,South,Furniture,1288.69,188.35587491766066,4,Corporate,-1.03
2024-04-07 03:22:12.688642,South,Books,2548.65,737.0174854539113,30,Retail,2.55
2024-10-03 03:22:12.688642,East,Furniture,8001.94,666.0505002837224,57,Corporate,18.22
2023-11-18 03:22:12.688642,North,Electronics,1412.19,357.82135904692774,47,Retail,0.24
2024-02-07 03:22:12.688642,South,Clothing,9942.24,2113.784422390846,18,Home Office,15.44
2023-11-07 03:22:12.688642,West,Books,3338.27,827.4705655020811,94,Corporate,-7.82
2022-12-16 03:22:12.688642,South,Food,9227.48,2653.960683307177,91,Home Office,14.36
2024-07-16 03:22:12.688642,East,Clothing,1981.33,344.82686443456254,95,Retail,17.05
2023-03-20 03:22:12.688642,West,Books,1960.19,239.30507330948132,44,Retail,-1.45
2022-06-12 03:22:12.688642,North,Electronics,5696.82,1395.0253742172154,52,Corporate,6.41
2024-04-22 03:22:12.688642,West,Electronics,600.94,156.93104999832028,49,Retail,-4.39
2022-11-26 03:22:12.688642,West,Clothing,8029.93,1779.1418756342387,30,Retail,-7.27
2025-03-11 03:22:12.688642,East,Books,4452.19,1167.5886126946252,52,Corporate,13.11
2025-03-26 03:22:12.688642,South,Food,7022.05,1633.2012226906172,37,Home Office,8.89
2025-02-11 03:22:12.688642,North,Food,1828.86,529.2140270630016,63,Corporate,12.57
2023-06-26 03:22:12.688642,West,Furniture,6459.34,1244.5227062677675,12,Retail,3.19
2022-06-02 03:22:12.688642,East,Clothing,5981.3,867.9964065964585,17,Retail,-2.51
2025-02-26 03:22:12.688642,South,Books,7581.05,1668.8174466144997,34,Corporate,2.81
2023-08-28 03:22:12.688642,West,Clothing,3044.27,204.81418498482074,28,Corporate,-8.06
2025-04-09 03:22:12.688642,East,Food,9338.34,1630.452475896681,4,Home Office,-1.49
2025-04-06 03:22:12.688642,East,Books,9616.88,2340.268972458283,98,Retail,-1.07
2024-12-06 03:22:12.688642,East,Electronics,8694.42,801.9816696059521,46,Retail,11.44
2023-04-04 03:22:12.688642,North,Electronics,5763.13,865.0560345402994,14,Home Office,-8.41
2023-07-12 03:22:12.688642,South,Books,4260.85,586.1722708982655,13,Corporate,-2.64
2024-12-03 03:22:12.688642,West,Clothing,674.12,90.15833145725772,58,Corporate,-1.7
2023-04-29 03:22:12.688642,South,Clothing,9477.56,2015.4661339007278,49,Home Office,6.54
2022-11-18 03:22:12.688642,South,Electronics,9522.64,1660.501010655359,50,Corporate,-2.66
2024-01-16 03:22:12.688642,West,Electronics,285.02,71.06370204562276,67,Home Office,-6.03
2025-03-07 03:22:12.688642,South,Food,3633.19,234.2039706671444,21,Corporate,-2.26
2024-06-17 03:22:12.688642,North,Books,8812.36,1440.6208915322682,80,Corporate,2.66
2024-01-31 03:22:12.688642,West,Clothing,900.44,48.17325222618495,51,Corporate,5.76
2022-08-31 03:22:12.688642,West,Food,2046.01,215.27084728829226,38,Home Office,-8.9
2024-03-20 03:22:12.688642,East,Clothing,9788.91,2386.9666519324915,26,Home Office,-0.71
2025-05-05 03:22:12.688642,South,Electronics,8488.16,649.4523165464666,6,Home Office,12.93
2022-10-17 03:22:12.688642,West,Books,9129.43,697.4411707803239,18,Retail,7.93
2023-12-05 03:22:12.688642,West,Furniture,1507.33,226.64154507036116,6,Retail,3.68
2025-01-01 03:22:12.688642,North,Books,2192.03,535.3713373173047,41,Home Office,3.59
2024-08-05 03:22:12.688642,East,Furniture,6093.62,1276.6482399916295,57,Retail,1.07
2024-06-18 03:22:12.688642,West,Food,5067.21,1243.690043407426,50,Retail,0.26
2024-06-24 03:22:12.688642,North,Furniture,3055.18,190.60384196583814,25,Corporate,2.02
2023-06-14 03:22:12.688642,West,Furniture,8850.08,1689.7584033062021,48,Corporate,16.08
2023-04-03 03:22:12.688642,West,Food,9023.75,1473.7874222152805,24,Corporate,4.06
2024-10-19 03:22:12.688642,West,Books,2987.67,818.6375112190951,30,Retail,10.08
2024-10-20 03:22:12.688642,North,Food,1641.96,384.7684157230479,87,Retail,14.24
2024-12-21 03:22:12.688642,South,Electronics,1576.01,245.9919339050874,45,Home Office,2.96
2025-02-09 03:22:12.688642,West,Electronics,4895.81,922.6755278108737,43,Retail,15.17
2023-11-27 03:22:12.688642,West,Furniture,1415.89,221.17380967815268,72,Retail,19.78
2023-11-17 03:22:12.688642,South,Food,4786.07,767.1435466881046,56,Home Office,5.12
2024-10-07 03:22:12.688642,West,Food,4673.15,974.4479972886174,73,Home Office,2.08
2024-04-27 03:22:12.688642,East,Food,8852.69,921.8633386308171,70,Home Office,14.17
2024-06-23 03:22:12.688642,West,Books,3032.48,404.21734222232095,33,Corporate,9.48
2024-10-04 03:22:12.688642,East,Clothing,5650.46,676.8670891606987,97,Home Office,8.4
2025-01-15 03:22:12.688642,South,Clothing,7460.65,1866.6591125050645,45,Corporate,16.58
2023-05-22 03:22:12.688642,North,Clothing,5999.56,1712.789651750086,7,Retail,9.48
2023-07-02 03:22:12.688642,South,Books,9545.27,1465.9162658665366,18,Retail,9.25
2022-08-27 03:22:12.688642,West,Food,6062.55,419.9849208088815,70,Corporate,-3.79
2024-02-09 03:22:12.688642,East,Clothing,9028.44,662.5768583873062,45,Corporate,10.65
2022-06-25 03:22:12.688642,North,Food,2526.06,378.6494178677155,37,Corporate,17.39
2023-10-08 03:22:12.688642,West,Furniture,5651.45,840.6312532291921,21,Retail,7.29
2024-01-01 03:22:12.688642,North,Clothing,5478.73,474.1243558968118,90,Retail,17.1
2023-03-26 03:22:12.688642,North,Furniture,9895.58,2491.5175866122167,79,Home Office,0.19
2024-02-22 03:22:12.688642,West,Books,2124.61,371.87833050281915,44,Home Office,-8.72
2022-06-19 03:22:12.688642,South,Electronics,1495.83,115.57525345987099,30,Retail,3.35
2022-06-26 03:22:12.688642,West,Books,6155.55,459.6967948622981,11,Home Office,-9.88
2024-11-02 03:22:12.688642,West,Books,2314.55,373.779274078647,8,Home Office,-5.36
2023-06-15 03:22:12.688642,South,Books,6427.64,509.1276811622285,5,Corporate,-4.28
2022-10-03 03:22:12.688642,East,Clothing,9727.64,1851.1604569494098,8,Retail,6.02
2023-12-09 03:22:12.688642,West,Furniture,9470.41,1385.0844796412155,5,Corporate,18.5
2024-09-06 03:22:12.688642,North,Clothing,2387.92,668.4231888863394,10,Retail,-9.41
2023-01-08 03:22:12.688642,West,Electronics,1791.87,277.25161116888927,15,Retail,-2.9
2024-03-29 03:22:12.688642,West,Books,5651.32,1150.6513672936212,56,Corporate,19.08
2022-08-18 03:22:12.688642,North,Food,5909.1,1494.0482035032994,55,Retail,16.45
